DATE,VEHICLE NO,CENTER NAME,INV NO,PARTY NAME,ITEM,BOX,NET,ICE/WATER,PAY WEIGHT,RATE,AMOUNT
2025-10-21,MH46BB9585,ALIBAG,4963,JAY BALA JI,DAMAGE MIX FISH,48,2764,233,3473,17.05,44409
2025-03-15,MH04FU2482,TALOJA,4964,VARAD VINAYAK,CHILAPI,0,8070,617,6016,2.17,12738
2024-10-01,MH47AS9253,VASHI,4965,SADGURU SEA FOODS,CHILAPI,200,8523,926,9311,18.28,142458
2025-03-08,MH46BU1946,BIGVAN,4966,VARAD VINAYAK,TARLI,0,1457,142,1398,1.86,1989
2025-01-26,MH46CL9310,TALOJA,4967,VARAD VINAYAK,MANDELI MIX,19,565,35,575,1.82,1296
2025-03-18,DD01G9519,TALOJA,4968,SADGURU SEA FOODS,RIBBAN,5,289,23,255,20.18,4477
2024-03-27,MH46BB9585,ALIBAG,4969,JANVI SEA FOODS,NET DISCO,90,5591,272,4568,27.32,102953
2025-03-06,MH46CL9310,TALOJA,4970,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,3692,349,2930,1.86,6231
2025-12-25,MH48AY5649,UTTAN,4971,HEMANT KOLI,MANDELI,23,1714,76,1194,17.2,29393
2025-07-11,MH04FU2482,TALOJA,4972,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,4203,390,3864,1.94,9710
2025-12-16,DD01G9519,ALIBAG,4973,SADGURU SEA FOODS,MIF FISH,42,1836,143,2045,19.7,37284
2024-02-02,MH43CA6444,KASARA,4974,NAGESHWAR FISHERIES,MUNDI,3,151,7,147,7.87,1156
2024-11-27,MH47AS8678,UTTAN,4975,MG SEA FOODS,BOMBIL,3,221,13,217,20.32,4396
2024-05-26,MH01EE9329,KASARA,4976,HEMANT KOLI,MIX FISH,93,4742,354,3941,14.62,68359
2024-04-27,MH46CL9310,TALOJA,4977,VARAD VINAYAK,CHILAPI,9,394,30,439,17.44,6881
2024-12-25,DD01G9519,UTTAN,4978,SADGURU SEA FOODS,RIBBAN,5,274,28,219,17.45,3994
2024-05-11,MH42BP8377,ALIBAG,4979,SADGURU SEA FOODS,SMALL CHILAPI,14,703,65,553,16.97,11399
2025-04-18,MH46BB9447,ALIBAG,4980,JANVI SEA FOODS,NET FISH,101,5223,163,5003,22.88,184352
2024-12-25,DD01G9519,ALIBAG,4981,VARAD VINAYAK,MIF FISH,45,2313,206,2008,19.69,33751
2025-02-05,MH46BB9585,VASAI,4982,IMRAN SEA FOOD,PRAWN HEAD AND SHEL,232,7308,896,5941,1.91,10038
2024-12-04,MH46BM0698,BIGVAN,4983,JAI BALA JI,CHILAPI,3,162,31,137,12.69,1937
2024-07-16,MH47AS8678,UTTAN,4984,HEMANT KOLI,VAKTI,2,125,5,114,20.54,2115
2025-06-25,MH01EE9329,KASARA,4985,NAGESHWAR FISHERIES,SMALL MIX FISH,66,4363,244,4123,14.66,67040
2025-12-23,DD01G9748,ALIBAG,4986,JAI BALA JI,BOMBIL,2,103,9,89,13.83,1082
2025-06-26,MH46BM1322,ALIBAG,4987,IMRAN SEA FOOD,TENGADA,9,108,26,92,13.09,1040
2024-11-02,MH01EE9329,VASHI,4988,MADAN SEA FOODS,PRAWN HEAD AND SHEL,24,992,121,926,2.06,1782
2024-09-15,MH48DC1805,KASARA,4989,NAGESHWAR FISHERIES,DOMA,8,446,27,357,2.18,1039
2024-02-05,MH01CV1431,KASARA,4990,NAGESHWAR FISHERIES,NET MIX FISH,3,196,10,229,19.96,3806
2025-03-21,MH43CA6444,KASARA,4991,JAY BALA JI,MUNDI,3,129,10,129,8.14,1141
2025-04-23,MH05DK6520,ALIBAG,4992,JANVI SEA FOODS,MIX FISH,46,1844,167,2425,14.63,27772
2024-01-05,MH48DC1805,BIGVAN,4993,SADGURU SEA FOODS,LEFTY,15,674,73,606,15.43,11088
2024-08-28,MH17BD0661,VASAI,4994,MADAN SEA FOODS,PRAWN HEAD AND SHEL,137,3875,150,4159,2.05,7288
2024-12-21,MH43BP1008,COLABA,4995,SANTOSH SEA FOODS,MANDELI MIX,30,1557,54,1556,21.32,30248
2025-06-24,MH46BB2928,BIGVAN,4996,MG SEA FOODS,CHILAPI,164,8168,1048,8174,18.46,106764
2024-05-15,MH46BU1946,KASARA,4997,MADAN SEA FOODS,PRAWN HEAD AND SHEL,0,1322,146,1236,1.82,2109
2024-09-07,DD01G9519,ALIBAG,4998,RAMAKANT AKHADE,BANGDA,41,1916,202,2265,20.33,40736
2024-03-12,MH43BP4464,UTTAN,4999,NAGESHWAR FISHERIES,MIX FISH,51,3222,271,2815,15.5,46087
2024-01-04,MH46CL9310,VASHI,5000,IMRAN SEA FOOD,CHILAPI,62,2592,143,2110,18.49,35522
2025-12-22,MH46CL9310,TALOJA,5001,VARAD VINAYAK,BANGDA CHILAPI MIX,17,540,52,422,16.61,8568
2025-01-24,MH43CM6444,TALOJA,5002,NAGESHWAR FISHERIES,NET FISH,97,7107,339,6665,26.49,140571
2025-07-17,DD01G9748,MADH,5003,SADGURU SEA FOODS,BANGDA CHILAPI MIX,9,377,28,396,12.21,4951
2025-08-13,MH01CV1431,DHULAI,5004,IMRAN SEA FOOD,MANDELI MIX FISH,30,1603,113,1592,22.39,28626
2024-02-16,MH17BD0661,ALIBAG,5005,SADGURU SEA FOODS,MIF FISH,36,1876,172,2021,17.43,43000
2025-09-04,MH43CK6444,KASARA,5006,DATTA GHULE,MIX FISH,14,713,39,777,24.96,15490
2025-06-01,MH46CL9310,TALOJA,5007,VARAD VINAYAK,PRAWN HEAD AND SHEL,31,1319,63,1149,1.96,2068
2025-03-09,MH43BP4644,COLABA,5008,SADGURU SEA FOODS,SMALL CHILAPI,14,682,95,717,17.58,11159
2025-02-26,DD01G9519,ALIBAG,5009,SADGURU SEA FOODS,TARLI MIX,6,130,10,125,17.84,2684
2024-04-16,DD01G9519,UTTAN,5010,SADGURU SEA FOODS,NET FISH,5,291,23,186,19.92,4636
2024-03-24,MH43CA6444,COLABA,5011,IMRAN SEA FOOD,PRAWN HEAD AND SHEL,LOOSE,705,41,638,2.18,1084
2024-08-10,MH04FU2482,TALOJA,5012,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,10915,1066,9705,1.83,14909
2024-12-26,MH04FU2482,BIGVAN,5013,KETAN FISHERIES,PRAWN HEAD AND SHEL,156,5119,382,3704,2.18,8003
2025-06-07,MH01EE9329,UTTAN,5014,NAGESHWAR FISHERIES,PRAWN HEAD AND SHEL,37,1799,112,1550,1.81,2631
2024-05-03,MH43CA6444,UTTAN,5015,IMRAN SEA FOOD,HEKARU,25,1564,54,1414,25.1,31017
2024-08-19,MH17BD0661,MADH,5016,AYAZ SEA FOOD,MANDELI MIX FISH,43,1821,168,2159,16.3,35812
2024-11-14,MH01CV1431,DHULAI,5017,DK KULAT,HEKARU,17,1061,16,795,26.1,18177
2024-02-19,MH46CL9310,MADH,5018,JAI BALA JI,NET FISH,64,2872,150,2194,22.4,54369
2024-05-22,MH48AG2108,VASAI,5019,JAY BALA JI,MIX FISH,217,6738,827,6131,2.16,12664
2025-04-15,MH43CK6444,UTTAN,5020,HEMANT KOLI,MANDELI,23,1559,71,1453,18.11,21898
2024-08-07,MH47AS9028,ALIBAG,5021,JANVI SEA FOODS,DOMA MIX FISH DAMAGE,5,297,20,286,14.43,4825
2024-09-09,MH04FU2482,TALOJA,5022,JAY BALA JI,PRAWN HEAD AND SHEL,0,8216,891,8750,2.17,14258
2024-07-09,MH43CL9310,TALOJA,5023,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,3401,273,2419,1.88,5997
2025-06-09,MH46BB9585,ALIBAG,5024,JAY BALA JI,LEFTY,47,2018,146,2135,25.68,53833
2025-06-07,MH46CL9310,TALOJA,5025,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,1789,244,1899,2.19,3675
2025-12-16,MH43BP4464,COLABA,5026,SADGURU SEA FOODS,NET DISCO BANGD MIX,82,3248,212,3774,10.98,44888
2024-10-19,MH43BP4644,BIGVAN,5027,SADGURU SEA FOODS,CHILAPI,2,184,33,134,15,1823
2025-09-28,MH43CM6444,KASARA,5028,NAGESHWAR FISHERIES,NET FISH,136,6483,263,6558,27.34,164941
2024-12-12,MH47AS9028,KASARA,5029,NAGESHWAR FISHERIES,PRAWN HEAD AND SHEL,8,499,21,427,2.18,822
2025-02-05,MH01CV1053,TALOJA,5030,JAY BALA JI,MIX FISH,85,5580,412,4529,27.04,112105
2025-08-06,MH04FU2482,TALOJA,5031,VARAD VINAYAK,PRAWN HEAD AND SHEL,115,1954,265,1585,1.87,2618
2025-02-16,MH46BF8046,KASARA,5032,MADAN SEA FOODS,MIX FISH,180,12245,439,11189,16.03,125565
2024-06-09,MH01EE9329,KASARA,5033,NAGESHWAR FISHERIES,MUNDI,10,463,36,410,8.07,4601
2024-01-10,MH47AS8678,UTTAN,5034,HEMANT KOLI,MIX FISH,6,356,20,311,20.87,7141
2025-07-13,MH01DR4354,TALOJA,5035,VARAD VINAYAK,MANDELI TINY MIX,0,8768,647,7527,2.02,12450
2025-06-08,MH43CM6444,UTTAN,5036,NAGESHWAR FISHERIES,NET DISCO,24,1396,92,1279,24.11,28329
2024-09-26,MH47AS9253,TALOJA,5037,RAMAKANT AKHADE,PRAWN HEAD AND SHEL,0,1823,225,2274,2.16,3517
2025-10-19,MH47AS8678,KASARA,5038,KETAN FISHERIES,HEKARU,15,802,23,752,26.15,26844
2024-04-20,MH01DR4354,KASARA,5039,NAGESHWAR FISHERIES,NET DISCO,30,1321,81,1257,23.4,35541
2025-02-23,MH43CA6444,KASARA,5040,NAGESHWAR FISHERIES,NET MIX FISH,160,7420,384,8510,25.2,214291
2025-02-05,MH43CA6444,ALIBAG,5041,NAGESHWAR FISHERIES,NET HEKARU,50,1960,135,2484,25.03,56944
2025-08-28,DD01G9519,ALIBAG,5042,RAMAKANT AKHADE,DOMA MIX FISH DAMAGE,4,289,28,315,15.87,4671
2024-01-09,MH43CM6444,VASAI,5043,DATTA GHULE,NET FISH,123,5446,244,6214,26.48,158492
2025-09-06,MH42BP8377,ALIBAG,5044,SADGURU SEA FOODS,TENGADA,7,276,24,258,14.96,4438
2025-12-17,MH48DC1805,TALOJA,5045,VARAD VINAYAK,CHILAPI MUNDI,0,2835,296,3253,1.99,7391
2025-10-24,MH46BM0698,BIGVAN,5046,SADGURU SEA FOODS,CHILAPI,4,234,17,192,12.28,1755
2025-08-27,MH46BB2928,BIGVAN,5047,IMRAN SEA FOOD,SMALL MIX FISH,186,10533,1329,8046,13.72,91619
2024-12-28,DD01G9748,ALIBAG,5048,NAGESHWAR FISHERIES,TAINY MIX,9,416,55,363,14.44,5681
2024-01-08,MH43CM6444,KASARA,5049,NAGESHWAR FISHERIES,CHILAPI,50,2402,159,3073,13.92,44905
2024-12-27,MH01CV1053,MADH,5050,HEMANT KOLI,MIX FISH,15,885,39,670,22.84,14949
2025-07-16,MH43BP1008,KASARA,5051,AYAZ SEA FOOD,HEKARU,105,5454,290,4693,25.86,116559
2024-01-10,MH47AS8678,UTTAN,5052,RAMAKANT AKHADE,DOMA,LOOSE,197,11,206,18.2,4300
2024-01-10,MH46B2928,KASARA,5053,MADAN SEA FOODS,PRAWN HEAD AND SHEL,0,1161,122,1317,1.85,2066
2024-01-15,MH46CL9310,TALOJA,5054,VARAD VINAYAK,DAMAGE MIX FISH,31,904,60,1166,1.84,2382
2024-11-20,MH46CL9310,TALOJA,5055,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,2843,298,3270,1.99,6168
2025-03-16,MH43CK6444,KASARA,5056,KETAN FISHERIES,PRAWN HEAD AND SHEL,10,460,23,481,2.18,1041
2024-10-05,MH01EE9329,KASARA,5057,NAGESHWAR FISHERIES,MIX FISH,11,547,53,337,16.21,6402
2025-01-06,MH43AS9253,TALOJA,5058,RAMAKANT AKHADE,PRAWN HEAD AND SHEL,0,9026,939,8821,2.15,13171
2024-05-28,MH01EE9329,KASARA,5059,SADGURU SEA FOODS,NET HEKARU,LOOSE,2720,227,2234,15.2,41965
2025-06-25,MH43CA6444,KASARA,5060,MG SEA FOODS,MIX FISH,191,12518,415,9432,15.39,149619
2025-03-22,MH46CL9310,TALOJA,5061,VARAD VINAYAK,BANGDA,10,555,31,441,18.76,8354
2025-11-10,MH43CM6444,TALOJA,5062,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,1813,240,1749,1.98,3209
2024-03-02,MH46CL9768,KASARA,5063,MG SEA FOODS,MIX FISH,155,7973,390,8738,14.9,136899
2024-06-22,MH43CA6444,KASARA,5064,NAGESHWAR FISHERIES,MANDELI MIX,4,209,10,205,21.08,4385
2025-09-20,MH46B2928,TALOJA,5065,MG SEA FOODS,PRAWN HEAD AND SHEL,0,3687,414,3525,2.18,7569
2025-03-15,MH43CM6444,KASARA,5066,NAGESHWAR FISHERIES,MANDELI,42,2283,189,2893,16.46,39416
2025-11-15,MH43CM6444,TALOJA,5067,DATTA GHULE,NET DISCO,29,1698,78,1328,21.58,28651
2024-07-10,MH43AS9253,ALIBAG,5068,JANVI SEA FOODS,MIX FISH,LOOSE,8348,1030,8211,2.03,17902
2024-05-19,MH43CA6444,KASARA,5069,NAGESHWAR FISHERIES,DAMAGE MIX FISH,52,2324,145,1799,14.96,33683
2025-07-26,MH43BP4644,KASARA,5070,DK KULAT,MIX FISH,74,3787,251,3246,22.15,87314
2024-11-04,MH43BP4464,TALOJA,5071,DK KULAT,PRAWN HEAD AND SHEL,LOOSE,1083,158,1069,1.99,1701
2024-10-01,MH43CA6444,UTTAN,5072,HEMANT KOLI,MIX FISH,6,395,21,287,19.04,6560
2024-08-05,MH42AR7313,ALIBAG,5073,NAGESHWAR FISHERIES,MIX FISH,105,6440,628,4864,19.49,89263
2024-06-12,MH46BF8046,TALOJA,5074,VARAD VINAYAK,MUNDI,LOOSE,402,42,367,7.49,2587
2024-08-21,MH46BB9585,DHULAI,5075,JANVI SEA FOODS,NET FISH,92,4492,453,5343,24.23,118681
2025-02-09,MH04FU2482,TALOJA,5076,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,10081,718,8504,1.83,13195
2024-09-16,MH46AF8868,ALIBAG,5077,NAGESHWAR FISHERIES,MIX FISH,7,384,14,397,22.44,7861
2025-06-15,MH46CL9310,KASARA,5078,NAGESHWAR FISHERIES,PRAWN HEAD AND SHEL,8,382,20,366,1.88,1023
2025-09-26,MH43BP4464,COLABA,5079,DK KULAT,MIX FISH,23,1261,60,1036,25.97,31017
2024-11-13,MH47AS8678,VASHI,5080,MG SEA FOODS,DOMA,4,261,16,191,20.52,4219
2024-10-19,MH01CV1431,DHULAI,5081,JANVI SEA FOODS,TENGADA,7,390,7,371,26.91,6869
2024-03-11,MH01CV1053,UTTAN,5082,MADAN SEA FOODS,MIX FISH,LOOSE,10413,816,7962,19.18,166219
2025-08-04,MH43CA6444,BIGVAN,5083,NAGESHWAR FISHERIES,CHILAPI,54,3293,165,2451,15.3,41794
2024-12-25,MH43BP4644,KASARA,5084,NAGESHWAR FISHERIES,PRAWN HEAD AND SHEL,8,439,27,494,1.83,863
2025-05-15,MH46CL9310,VASHI,5085,VARAD VINAYAK,PRAWN HEAD AND SHEL,32,1482,71,1145,2.04,2164
2025-10-01,MH46BF8046,ALIBAG,5086,JANVI SEA FOODS,TENGADA,36,2378,209,1968,27.76,54454
2025-09-02,MH46BB9447,ALIBAG,5087,VARAD VINAYAK,MIX FISH,44,2913,186,2666,26.05,67733
2024-08-20,MH04FU2482,TALOJA,5088,VARAD VINAYAK,HEKARU,17,856,36,840,8.44,7918
2025-01-28,DD01G9748,VASAI,5089,MG SEA FOODS,TENGADA,8,225,25,198,11.06,2442
2025-09-28,DD01G9519,ALIBAG,5090,SADGURU SEA FOODS,TAINY MIX,32,1378,121,1575,18.91,26729
2024-11-18,MH43CA6444,ALIBAG,5091,SANTOSH SEA FOODS,NET MIX FISH,141,8002,426,6483,25.72,234271
2024-11-23,MH46B2928,MADH,5092,SADGURU SEA FOODS,MIX FISH,203,9524,781,8517,17.68,126074
2025-05-12,MH46BM1322,ALIBAG,5093,JANVI SEA FOODS,NET BANGDI,LOOSE,5187,492,5489,17.67,78194
2024-11-22,MH04FU2482,DHULAI,5094,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,8057,991,7594,2.13,15415
2024-04-25,MH04FU2882,UTTAN,5095,VARAD VINAYAK,PRAWN HEAD AND SHEL,30,595,142,457,2.08,980
2025-12-02,MH46BB9585,ALIBAG,5096,JANVI SEA FOODS,DAMAGE MIX FISH,43,2818,281,3430,16.29,45241
2025-08-04,MH43CA6444,KASARA,5097,NAGESHWAR FISHERIES,NET MIX FISH,193,7540,425,8927,23.56,177121
2025-10-19,MH46BU1946,KASARA,5098,NAGESHWAR FISHERIES,MIX FISH,23,1671,50,1184,20.75,32371
2024-01-26,MH43CM6444,TALOJA,5099,VARAD VINAYAK,PRAWN HEAD AND SHEL,41,1628,405,1199,1.9,1862
2024-11-28,DD01G9748,VASAI,5100,SADGURU SEA FOODS,TENGADA,5,258,21,196,11.92,2622
2024-12-12,MH46BF8046,BIGVAN,5101,SADGURU SEA FOODS,CHILAPI,99,3547,172,2994,10.87,47933
2025-06-09,MH46BB9585,ALIBAG,5102,JANVI SEA FOODS,TENGADA,34,2410,114,1759,24.04,55179
2024-01-04,MH48DC1805,UTTAN,5103,VARAD VINAYAK,MIX FISH,67,3364,159,3410,21.92,69063
2025-09-02,MH43CA6444,KASARA,5104,NAGESHWAR FISHERIES,PRAWN HEAD AND SHEL,8,407,22,412,2.1,869
2024-10-08,MH43CK6444,UTTAN,5105,KETAN FISHERIES,MANDELI MIX,12,614,26,614,20.8,10504
2024-12-02,MH43BP4644,KASARA,5106,DK KULAT,MIX FISH,84,3859,233,3608,20.52,64001
2024-05-11,MH43CM6444,KASARA,5107,NAGESHWAR FISHERIES,NET MIX FISH,180,9713,513,9274,27.42,255359
2024-01-28,MH47AS9253,ALIBAG,5108,SADGURU SEA FOODS,BOMBIL,1,73,10,64,16.18,1282
2024-07-08,MH17BD0661,TALOJA,5109,SANTOSH SEA FOODS,PRAWN HEAD AND SHEL,0,1288,170,1172,2.05,2197
2025-08-14,MH01EE9329,KASARA,5110,NAGESHWAR FISHERIES,NET DISCO BANGD MIX,LOOSE,1080,130,908,1.93,2356
2025-11-23,MH43BP4464,COLABA,5111,DK KULAT,MIX FISH,27,1492,67,1245,25.54,36099
2025-01-26,MH43CA6444,KASARA,5112,NAGESHWAR FISHERIES,NET HEKARU,6,420,11,367,22.43,6622
2025-10-14,MH46BM1322,VASAI,5113,VARAD VINAYAK,PRAWN HEAD AND SHEL,153,4226,187,3249,1.8,6374
2025-01-18,MH47AS9253,TALOJA,5114,IMRAN SEA FOOD,PRAWN HEAD AND SHEL,LOOSE,2153,217,2178,1.96,3826
2024-10-23,DD01G9748,ALIBAG,5115,SADGURU SEA FOODS,TARLI,1,51,4,38,19.05,869
2024-03-15,MH43CA6444,KASARA,5116,NAGESHWAR FISHERIES,NET MIX FISH,159,8743,388,7604,26.97,208580
2025-06-27,MH43CK6444,ALIBAG,5117,JANVI SEA FOODS,NET BANGDI,LOOSE,2034,134,1631,27.2,32822
2025-01-09,MH48AY5649,TALOJA,5118,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,3839,418,2687,2.06,5821
2025-10-24,MH46BB9585,TALOJA,5119,JANVI SEA FOODS,DAMAGE MIX FISH,55,3788,276,3000,16.58,60673
2024-04-13,MH46BM1322,TALOJA,5120,SADGURU SEA FOODS,CHILAPI,1,328,7,479,13.08,4497
2024-10-26,MH46AF8868,DHULAI,5121,IMRAN SEA FOOD,MIF FISH,239,13721,899,9084,28.28,229369
2024-06-05,MH01DR4354,KASARA,5122,IMRAN SEA FOOD,NET MIX FISH,165,7998,622,6401,23.55,173807
2024-08-03,MH46CL9310,VASAI,5123,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,1737,178,1591,1.84,4434
2025-12-07,MH47AS8678,UTTAN,5124,MG SEA FOODS,MANDELI,30,1454,73,1492,17.51,20250
2025-12-08,MH46CL9310,TALOJA,5125,VARAD VINAYAK,PRAWN HEAD AND SHEL,35,1238,59,1036,1.93,1911
2024-10-18,MH43BP4644,KASARA,5126,DK KULAT,PEDWA,35,1926,80,1626,21.73,32623
2024-12-27,MH43CA6444,KASARA,5127,NAGESHWAR FISHERIES,NET MIX FISH,4,246,10,238,21.55,5026
2025-11-06,MH46BB9585,VASHI,5128,JANVI SEA FOODS,MIX FISH,93,5853,501,4910,17.61,105706
2024-09-21,MH43CK6444,KASARA,5129,NAGESHWAR FISHERIES,NET HEKARU,LOOSE,564,28,435,1.99,885
2025-11-23,MH47AS9028,KASARA,5130,JAY BALA JI,SMALL TENGADA,47,2177,244,1939,13.63,32923
2025-03-13,MH46AF8868,UTTAN,5131,VARAD VINAYAK,MANDELI MIX,LOOSE,558,31,463,22.51,9719
2025-12-13,MH46BB9585,ALIBAG,5132,JANVI SEA FOODS,MIX FISH,40,2068,178,2117,28.26,61917
2025-08-03,MH46CL9310,VASHI,5133,VARAD VINAYAK,TAINY MIX,48,2565,153,2101,18.27,33666
2024-03-14,MH01CV8383,ALIBAG,5134,JANVI SEA FOODS,MANDELI MIX,47,2343,59,1793,12.89,31626
2025-08-05,MH43CA6444,KASARA,5135,NAGESHWAR FISHERIES,MUNDI,2,126,11,137,8.33,852
2024-09-23,MH43CK6444,KASARA,5136,DK KULAT,NET DISCO,23,892,43,1064,24.59,23775
2024-03-28,MH04FU2482,VASAI,5137,VARAD VINAYAK,CHILAPI MUNDI,13,1047,34,833,7.83,6578
2025-06-21,MH46BB9585,ALIBAG,5138,JANVI SEA FOODS,MIX FISH,123,5988,607,5924,16.44,79806
2024-12-16,MH42AR7313,BIGVAN,5139,SADGURU SEA FOODS,CHILAPI,39,1687,227,1715,15.4,24468
2025-06-10,MH46BB9447,BIGVAN,5140,VARAD VINAYAK,MANDELI MUNDI MIX,135,7128,674,7292,13.08,82268
2024-01-17,MH01EE9329,KASARA,5141,NAGESHWAR FISHERIES,PRAWN HEAD AND SHEL,23,1392,157,1247,1.86,2453
2024-11-03,MH46BB2928,BIGVAN,5142,MADAN SEA FOODS,MANDELI MIX FISH,LOOSE,334,32,352,14.55,4283
2024-09-07,MH43CA6444,KASARA,5143,NAGESHWAR FISHERIES,MIX FISH,23,1624,53,1546,22.38,33265
2024-05-17,MH46BM1322,VASAI,5144,HEMANT KOLI,MANDELI,27,1245,88,1419,17.47,26328
2024-12-21,MH46BM0698,BIGVAN,5145,NAGESHWAR FISHERIES,CHILAPI,2,144,33,108,13.52,2181
2025-07-22,MH46BM0698,BIGVAN,5146,SADGURU SEA FOODS,DOMA TARLI,25,1481,239,1100,14.86,15331
2025-03-08,MH46AF8868,DHULAI,5147,IMRAN SEA FOOD,MIX FISH,173,9685,1017,10296,24.11,265659
2025-05-20,MH46CL9310,TALOJA,5148,VARAD VINAYAK,RIBBAN,62,2360,145,1683,16.91,42987
2025-03-14,MH46BM1322,BIGVAN,5149,SADGURU SEA FOODS,CHILAPI,32,1937,262,1464,18.66,28630
2024-09-26,MH46CL9310,TALOJA,5150,VARAD VINAYAK,PRAWN HEAD AND SHEL,26,1529,75,1012,2.08,2863
2024-08-18,DD01G9748,ALIBAG,5151,JAY BALA JI,DOMA MIX FISH,55,2952,284,2940,16.91,54837
2025-04-07,MH43CL9310,TALOJA,5152,DATTA GHULE,PRAWN HEAD AND SHEL,LOOSE,3377,309,3418,1.84,5086
2024-08-11,MH43CM6444,KASARA,5153,KETAN FISHERIES,NET FISH,129,5064,305,6870,25.62,131596
2025-06-14,MH43CK6444,KASARA,5154,NAGESHWAR FISHERIES,DOMA MIX FISH,8,565,27,531,2.19,1096
2025-11-21,MH43BP1008,KASARA,5155,AYAZ SEA FOOD,SMALL CHILAPI,101,5930,310,5783,24.14,160623
2024-08-23,MH42BF8446,BIGVAN,5156,MADAN SEA FOODS,CHILAPI,72,3406,200,3812,11.89,50564
2025-07-15,MH46CL9310,TALOJA,5157,JAI BALA JI,PRAWN HEAD AND SHEL,0,3749,373,3052,1.97,5219
2024-07-03,MH43BP1008,VASAI,5158,AYAZ SEA FOOD,CHILAPI,2,341,6,388,11.29,4408
2025-07-12,MH43BP4464,TALOJA,5159,MADAN SEA FOODS,DAMAGE MIX FISH,0,2254,206,1637,1.9,4408
2025-11-10,MH46CL8442,ALIBAG,5160,JANVI SEA FOODS,NET DISCO,52,3540,106,2536,23.74,71607
2024-09-21,MH47AS8678,UTTAN,5161,HEMANT KOLI,DOMA,4,184,15,175,19.83,4837
2024-10-16,MH47AS8678,UTTAN,5162,HEMANT KOLI,MANDELI,21,1703,73,1377,16.64,22674
2025-07-19,MH43CA6444,TALOJA,5163,NAGESHWAR FISHERIES,NET HEKARU,38,2056,147,2127,24.45,52586
2024-10-19,MH01CV1431,ALIBAG,5164,DK KULAT,NET MIX FISH,98,4472,116,4181,23.33,133930
2025-04-22,MH46BB9585,MADH,5165,JANVI SEA FOODS,MIX FISH,93,4327,300,4389,19.15,89884
2025-12-12,MH46CL9310,TALOJA,5166,RAMAKANT AKHADE,MIX FISH,0,1937,184,2022,1.89,4082
2025-06-09,MH43CA6444,KASARA,5167,NAGESHWAR FISHERIES,MUNDI,LOOSE,134,7,128,7.52,1140
2025-05-12,MH46BM1322,BIGVAN,5168,MADAN SEA FOODS,MUNDI,3,139,9,101,8.54,1170
2024-03-04,MH01EE9329,KASARA,5169,NAGESHWAR FISHERIES,MIX FISH,59,2762,207,3142,16.33,42746
2025-11-07,MH43CL9310,KASARA,5170,VARAD VINAYAK,SMALL MIX FISH,47,1314,88,1228,1.88,2182
2024-05-09,MH46BM0698,BIGVAN,5171,SADGURU SEA FOODS,TENGADA,21,1215,87,938,12.66,9529
2025-08-25,MH43CA6444,TALOJA,5172,DATTA GHULE,NET DISCO BANGD MIX,41,2160,146,2612,23.91,46485
2025-06-01,MH01CV1431,KASARA,5173,NAGESHWAR FISHERIES,MANDELI MUNDI MIX,8,441,16,361,20.8,8542
2025-08-03,MH46CL9310,UTTAN,5174,VARAD VINAYAK,MANDELI MIX FISH,12,490,45,529,18.03,8823
2025-01-06,MH16B0576,TALOJA,5175,VARAD VINAYAK,DOMA MIX FISH,0,2299,191,1516,2.04,3869
2024-01-10,MH01DR4354,TALOJA,5176,VARAD VINAYAK,PRAWN HEAD AND SHEL,0,8471,879,7149,2.04,15191
2025-09-03,MH48DC1805,DHULAI,5177,VARAD VINAYAK,MIF FISH,64,3964,173,3238,21.83,68607
2025-05-01,MH43CA6444,KASARA,5178,NAGESHWAR FISHERIES,MANDELI MUNDI MIX,7,326,16,404,21.84,6818
2025-03-09,MH16B0576,TALOJA,5179,VARAD VINAYAK,CHILAPI,LOOSE,4013,358,3698,2.18,7843
2025-05-25,MH46BB9585,ALIBAG,5180,JANVI SEA FOODS,MIX FISH,LOOSE,6919,609,7938,19.21,157656
2025-08-12,MH46BB9585,ALIBAG,5181,JANVI SEA FOODS,MANDELI,81,4318,354,4498,16.93,88824
2025-08-07,MH43CA6444,KASARA,5182,IMRAN SEA FOOD,MANDELI MUNDI MIX,7,430,13,314,21.23,6449
2025-11-24,MH43AS9253,TALOJA,5183,VARAD VINAYAK,TAINY MIX,0,1257,166,1154,1.89,2234
2024-09-14,DD01G9748,ALIBAG,5184,SADGURU SEA FOODS,TAINY MIX,66,2552,367,2438,19.93,54345
2024-02-19,MH01CV8383,KASARA,5185,VARAD VINAYAK,SMALL TENGADA,43,2186,165,2381,16.26,26828
2024-05-06,MH43CK6444,KASARA,5186,NAGESHWAR FISHERIES,MIX FISH,LOOSE,852,47,771,24.25,17176
